Column1,Content ID,Reaction Type,Datetime,Content Type,Category,Sentiment,Score,MONTH
6005,350e0d40-e036-459c-9cbe-73e003c33cfa,adore,26-12-2020 21:42,photo,technology,positive,72,12
6006,350e0d40-e036-459c-9cbe-73e003c33cfa,like,30-09-2020 02:44,photo,technology,positive,50,9
6007,350e0d40-e036-459c-9cbe-73e003c33cfa,dislike,26-11-2020 08:36,photo,technology,negative,10,11
6008,350e0d40-e036-459c-9cbe-73e003c33cfa,disgust,27-03-2021 20:00,photo,technology,negative,0,3
6009,350e0d40-e036-459c-9cbe-73e003c33cfa,adore,24-09-2020 19:09,photo,technology,positive,72,9
6010,350e0d40-e036-459c-9cbe-73e003c33cfa,hate,04-07-2020 14:51,photo,technology,negative,5,7
6011,350e0d40-e036-459c-9cbe-73e003c33cfa,super love,27-09-2020 16:43,photo,technology,positive,75,9
6012,350e0d40-e036-459c-9cbe-73e003c33cfa,worried,23-07-2020 01:10,photo,technology,negative,12,7
6013,350e0d40-e036-459c-9cbe-73e003c33cfa,cherish,14-08-2020 01:54,photo,technology,positive,70,8
6014,350e0d40-e036-459c-9cbe-73e003c33cfa,adore,15-01-2021 23:24,photo,technology,positive,72,1
6015,350e0d40-e036-459c-9cbe-73e003c33cfa,love,16-05-2021 02:31,photo,technology,positive,65,5
6016,350e0d40-e036-459c-9cbe-73e003c33cfa,like,09-11-2020 17:32,photo,technology,positive,50,11
6017,350e0d40-e036-459c-9cbe-73e003c33cfa,disgust,11-03-2021 07:13,photo,technology,negative,0,3
6018,350e0d40-e036-459c-9cbe-73e003c33cfa,intrigued,24-10-2020 17:28,photo,technology,positive,45,10
6019,350e0d40-e036-459c-9cbe-73e003c33cfa,want,19-05-2021 06:34,photo,technology,positive,70,5
6020,350e0d40-e036-459c-9cbe-73e003c33cfa,adore,19-10-2020 15:33,photo,technology,positive,72,10
6021,350e0d40-e036-459c-9cbe-73e003c33cfa,hate,08-02-2021 16:00,photo,technology,negative,5,2
6022,350e0d40-e036-459c-9cbe-73e003c33cfa,dislike,09-01-2021 18:00,photo,technology,negative,10,1
6023,350e0d40-e036-459c-9cbe-73e003c33cfa,cherish,05-05-2021 14:42,photo,technology,positive,70,5
6024,350e0d40-e036-459c-9cbe-73e003c33cfa,disgust,19-03-2021 08:52,photo,technology,negative,0,3
6025,350e0d40-e036-459c-9cbe-73e003c33cfa,indifferent,20-02-2021 04:58,photo,technology,neutral,20,2
6026,350e0d40-e036-459c-9cbe-73e003c33cfa,worried,07-10-2020 07:38,photo,technology,negative,12,10
6027,350e0d40-e036-459c-9cbe-73e003c33cfa,cherish,25-09-2020 16:40,photo,technology,positive,70,9
6028,350e0d40-e036-459c-9cbe-73e003c33cfa,peeking,18-11-2020 05:36,photo,technology,neutral,35,11
6029,350e0d40-e036-459c-9cbe-73e003c33cfa,intrigued,25-06-2020 09:24,photo,technology,positive,45,6
6030,0e2169f4-b881-42d0-b99c-034b32f83504,want,31-01-2021 03:41,GIF,food,positive,70,1
6031,0e2169f4-b881-42d0-b99c-034b32f83504,interested,17-02-2021 13:13,GIF,food,positive,30,2
6032,0e2169f4-b881-42d0-b99c-034b32f83504,worried,20-01-2021 14:59,GIF,food,negative,12,1
6033,0e2169f4-b881-42d0-b99c-034b32f83504,like,22-09-2020 09:02,GIF,food,positive,50,9
6034,0e2169f4-b881-42d0-b99c-034b32f83504,peeking,24-05-2021 06:11,GIF,food,neutral,35,5
6035,0e2169f4-b881-42d0-b99c-034b32f83504,intrigued,16-12-2020 05:51,GIF,food,positive,45,12
6036,0e2169f4-b881-42d0-b99c-034b32f83504,interested,17-02-2021 21:23,GIF,food,positive,30,2
6037,0e2169f4-b881-42d0-b99c-034b32f83504,scared,21-10-2020 02:41,GIF,food,negative,15,10
6038,0e2169f4-b881-42d0-b99c-034b32f83504,like,10-05-2021 01:07,GIF,food,positive,50,5
6039,0e2169f4-b881-42d0-b99c-034b32f83504,like,26-03-2021 01:26,GIF,food,positive,50,3
6040,0e2169f4-b881-42d0-b99c-034b32f83504,scared,17-12-2020 05:11,GIF,food,negative,15,12
6041,0e2169f4-b881-42d0-b99c-034b32f83504,disgust,08-04-2021 23:46,GIF,food,negative,0,4
6042,0e2169f4-b881-42d0-b99c-034b32f83504,like,27-01-2021 21:13,GIF,food,positive,50,1
6043,0e2169f4-b881-42d0-b99c-034b32f83504,heart,10-04-2021 17:55,GIF,food,positive,60,4
6044,0e2169f4-b881-42d0-b99c-034b32f83504,like,18-04-2021 05:28,GIF,food,positive,50,4
6045,0e2169f4-b881-42d0-b99c-034b32f83504,want,21-03-2021 05:20,GIF,food,positive,70,3
6046,0e2169f4-b881-42d0-b99c-034b32f83504,interested,23-01-2021 03:40,GIF,food,positive,30,1
6047,0e2169f4-b881-42d0-b99c-034b32f83504,disgust,05-02-2021 16:55,GIF,food,negative,0,2
6048,0e2169f4-b881-42d0-b99c-034b32f83504,worried,30-11-2020 15:22,GIF,food,negative,12,11
6049,0e2169f4-b881-42d0-b99c-034b32f83504,indifferent,25-01-2021 15:21,GIF,food,neutral,20,1
6050,0e2169f4-b881-42d0-b99c-034b32f83504,hate,04-10-2020 15:38,GIF,food,negative,5,10
6051,0e2169f4-b881-42d0-b99c-034b32f83504,super love,28-11-2020 09:23,GIF,food,positive,75,11
6052,0e2169f4-b881-42d0-b99c-034b32f83504,adore,04-02-2021 21:09,GIF,food,positive,72,2
6053,0e2169f4-b881-42d0-b99c-034b32f83504,heart,16-06-2021 23:27,GIF,food,positive,60,6
6054,0e2169f4-b881-42d0-b99c-034b32f83504,intrigued,02-01-2021 07:00,GIF,food,positive,45,1
6055,0e2169f4-b881-42d0-b99c-034b32f83504,adore,31-01-2021 21:37,GIF,food,positive,72,1
6056,0e2169f4-b881-42d0-b99c-034b32f83504,cherish,06-12-2020 15:35,GIF,food,positive,70,12
6057,0e2169f4-b881-42d0-b99c-034b32f83504,disgust,21-05-2021 12:08,GIF,food,negative,0,5
6058,0e2169f4-b881-42d0-b99c-034b32f83504,peeking,17-09-2020 22:31,GIF,food,neutral,35,9
6059,0e2169f4-b881-42d0-b99c-034b32f83504,hate,30-03-2021 09:26,GIF,food,negative,5,3
6060,0e2169f4-b881-42d0-b99c-034b32f83504,scared,06-04-2021 14:31,GIF,food,negative,15,4
6061,0e2169f4-b881-42d0-b99c-034b32f83504,like,11-09-2020 09:53,GIF,food,positive,50,9
6062,0e2169f4-b881-42d0-b99c-034b32f83504,scared,22-04-2021 03:59,GIF,food,negative,15,4
6063,0e2169f4-b881-42d0-b99c-034b32f83504,want,04-09-2020 06:22,GIF,food,positive,70,9
6064,0e2169f4-b881-42d0-b99c-034b32f83504,worried,14-02-2021 14:32,GIF,food,negative,12,2
6065,0e2169f4-b881-42d0-b99c-034b32f83504,heart,04-05-2021 16:01,GIF,food,positive,60,5
6066,0e2169f4-b881-42d0-b99c-034b32f83504,adore,06-11-2020 05:32,GIF,food,positive,72,11
6067,0e2169f4-b881-42d0-b99c-034b32f83504,intrigued,19-03-2021 20:08,GIF,food,positive,45,3
6068,0e2169f4-b881-42d0-b99c-034b32f83504,super love,27-05-2021 06:56,GIF,food,positive,75,5
6069,0e2169f4-b881-42d0-b99c-034b32f83504,like,01-12-2020 18:18,GIF,food,positive,50,12
6070,0e2169f4-b881-42d0-b99c-034b32f83504,want,25-05-2021 17:58,GIF,food,positive,70,5
6071,0e2169f4-b881-42d0-b99c-034b32f83504,love,06-01-2021 12:17,GIF,food,positive,65,1
6072,0e2169f4-b881-42d0-b99c-034b32f83504,peeking,08-06-2021 03:48,GIF,food,neutral,35,6
6073,0e2169f4-b881-42d0-b99c-034b32f83504,intrigued,03-09-2020 23:13,GIF,food,positive,45,9
6074,0e2169f4-b881-42d0-b99c-034b32f83504,disgust,27-01-2021 22:46,GIF,food,negative,0,1
6075,0e2169f4-b881-42d0-b99c-034b32f83504,interested,28-08-2020 14:47,GIF,food,positive,30,8
6076,60ca0278-5ed6-4669-939b-e6dc2021c07d,like,30-10-2020 17:33,GIF,technology,positive,50,10
6077,60ca0278-5ed6-4669-939b-e6dc2021c07d,interested,20-04-2021 03:57,GIF,technology,positive,30,4
6078,60ca0278-5ed6-4669-939b-e6dc2021c07d,indifferent,09-05-2021 07:14,GIF,technology,neutral,20,5
6079,60ca0278-5ed6-4669-939b-e6dc2021c07d,like,21-08-2020 17:38,GIF,technology,positive,50,8
6080,60ca0278-5ed6-4669-939b-e6dc2021c07d,want,26-05-2021 22:20,GIF,technology,positive,70,5
6081,60ca0278-5ed6-4669-939b-e6dc2021c07d,dislike,04-02-2021 07:32,GIF,technology,negative,10,2
6082,60ca0278-5ed6-4669-939b-e6dc2021c07d,peeking,15-02-2021 21:45,GIF,technology,neutral,35,2
6083,60ca0278-5ed6-4669-939b-e6dc2021c07d,dislike,21-04-2021 20:53,GIF,technology,negative,10,4
6084,60ca0278-5ed6-4669-939b-e6dc2021c07d,super love,03-09-2020 10:20,GIF,technology,positive,75,9
6085,60ca0278-5ed6-4669-939b-e6dc2021c07d,intrigued,08-04-2021 07:33,GIF,technology,positive,45,4
6086,60ca0278-5ed6-4669-939b-e6dc2021c07d,want,30-05-2021 04:18,GIF,technology,positive,70,5
6087,60ca0278-5ed6-4669-939b-e6dc2021c07d,worried,07-04-2021 07:51,GIF,technology,negative,12,4
6088,60ca0278-5ed6-4669-939b-e6dc2021c07d,want,16-09-2020 01:36,GIF,technology,positive,70,9
6089,60ca0278-5ed6-4669-939b-e6dc2021c07d,indifferent,18-04-2021 03:33,GIF,technology,neutral,20,4
6090,60ca0278-5ed6-4669-939b-e6dc2021c07d,indifferent,29-10-2020 02:42,GIF,technology,neutral,20,10
6091,60ca0278-5ed6-4669-939b-e6dc2021c07d,disgust,28-07-2020 20:50,GIF,technology,negative,0,7
6092,60ca0278-5ed6-4669-939b-e6dc2021c07d,love,15-12-2020 06:42,GIF,technology,positive,65,12
6093,60ca0278-5ed6-4669-939b-e6dc2021c07d,scared,04-02-2021 05:07,GIF,technology,negative,15,2
6094,60ca0278-5ed6-4669-939b-e6dc2021c07d,love,11-09-2020 00:04,GIF,technology,positive,65,9
6095,60ca0278-5ed6-4669-939b-e6dc2021c07d,interested,20-05-2021 12:17,GIF,technology,positive,30,5
6096,60ca0278-5ed6-4669-939b-e6dc2021c07d,peeking,15-03-2021 22:06,GIF,technology,neutral,35,3
6097,60ca0278-5ed6-4669-939b-e6dc2021c07d,cherish,14-07-2020 13:35,GIF,technology,positive,70,7
6098,60ca0278-5ed6-4669-939b-e6dc2021c07d,heart,11-01-2021 19:34,GIF,technology,positive,60,1
6099,60ca0278-5ed6-4669-939b-e6dc2021c07d,cherish,22-10-2020 08:25,GIF,technology,positive,70,10
6100,60ca0278-5ed6-4669-939b-e6dc2021c07d,peeking,03-03-2021 16:45,GIF,technology,neutral,35,3
6101,60ca0278-5ed6-4669-939b-e6dc2021c07d,worried,21-07-2020 12:55,GIF,technology,negative,12,7
6102,60ca0278-5ed6-4669-939b-e6dc2021c07d,indifferent,10-12-2020 04:44,GIF,technology,neutral,20,12
6103,60ca0278-5ed6-4669-939b-e6dc2021c07d,dislike,27-06-2020 00:40,GIF,technology,negative,10,6
6104,60ca0278-5ed6-4669-939b-e6dc2021c07d,hate,10-01-2021 10:26,GIF,technology,negative,5,1
6105,13a4d35c-761c-47a3-b25b-5cc5825d04f2,interested,23-09-2020 03:18,photo,travel,positive,30,9
6106,13a4d35c-761c-47a3-b25b-5cc5825d04f2,intrigued,26-03-2021 20:45,photo,travel,positive,45,3
6107,13a4d35c-761c-47a3-b25b-5cc5825d04f2,love,14-10-2020 11:28,photo,travel,positive,65,10
6108,13a4d35c-761c-47a3-b25b-5cc5825d04f2,want,17-07-2020 13:25,photo,travel,positive,70,7
6109,13a4d35c-761c-47a3-b25b-5cc5825d04f2,interested,19-01-2021 15:52,photo,travel,positive,30,1
6110,13a4d35c-761c-47a3-b25b-5cc5825d04f2,dislike,05-03-2021 17:19,photo,travel,negative,10,3
6111,13a4d35c-761c-47a3-b25b-5cc5825d04f2,love,13-10-2020 05:40,photo,travel,positive,65,10
6112,13a4d35c-761c-47a3-b25b-5cc5825d04f2,cherish,25-05-2021 07:57,photo,travel,positive,70,5
6113,13a4d35c-761c-47a3-b25b-5cc5825d04f2,heart,28-06-2020 23:50,photo,travel,positive,60,6
6114,13a4d35c-761c-47a3-b25b-5cc5825d04f2,peeking,15-09-2020 17:33,photo,travel,neutral,35,9
6115,13a4d35c-761c-47a3-b25b-5cc5825d04f2,heart,05-10-2020 23:06,photo,travel,positive,60,10
6116,13a4d35c-761c-47a3-b25b-5cc5825d04f2,worried,29-07-2020 12:28,photo,travel,negative,12,7
6117,13a4d35c-761c-47a3-b25b-5cc5825d04f2,like,03-11-2020 03:19,photo,travel,positive,50,11
6118,13a4d35c-761c-47a3-b25b-5cc5825d04f2,hate,30-12-2020 11:32,photo,travel,negative,5,12
6119,13a4d35c-761c-47a3-b25b-5cc5825d04f2,intrigued,19-07-2020 03:11,photo,travel,positive,45,7
6120,13a4d35c-761c-47a3-b25b-5cc5825d04f2,disgust,15-12-2020 08:34,photo,travel,negative,0,12
6121,062cbf2f-fc22-4357-8890-63e7f13fcd37,interested,26-04-2021 05:16,audio,education,positive,30,4
6122,062cbf2f-fc22-4357-8890-63e7f13fcd37,dislike,05-11-2020 21:44,audio,education,negative,10,11
6123,062cbf2f-fc22-4357-8890-63e7f13fcd37,intrigued,22-10-2020 10:01,audio,education,positive,45,10
6124,062cbf2f-fc22-4357-8890-63e7f13fcd37,interested,23-06-2020 09:17,audio,education,positive,30,6
6125,062cbf2f-fc22-4357-8890-63e7f13fcd37,worried,16-04-2021 22:37,audio,education,negative,12,4
6126,062cbf2f-fc22-4357-8890-63e7f13fcd37,intrigued,27-08-2020 20:10,audio,education,positive,45,8
6127,062cbf2f-fc22-4357-8890-63e7f13fcd37,scared,10-06-2021 22:36,audio,education,negative,15,6
6128,062cbf2f-fc22-4357-8890-63e7f13fcd37,interested,01-06-2021 15:03,audio,education,positive,30,6
6129,062cbf2f-fc22-4357-8890-63e7f13fcd37,adore,04-01-2021 05:58,audio,education,positive,72,1
6130,062cbf2f-fc22-4357-8890-63e7f13fcd37,super love,05-09-2020 11:59,audio,education,positive,75,9
6131,062cbf2f-fc22-4357-8890-63e7f13fcd37,like,22-10-2020 17:08,audio,education,positive,50,10
6132,062cbf2f-fc22-4357-8890-63e7f13fcd37,hate,19-10-2020 11:44,audio,education,negative,5,10
6133,062cbf2f-fc22-4357-8890-63e7f13fcd37,heart,28-06-2020 22:58,audio,education,positive,60,6
6134,062cbf2f-fc22-4357-8890-63e7f13fcd37,indifferent,30-10-2020 03:01,audio,education,neutral,20,10
6135,062cbf2f-fc22-4357-8890-63e7f13fcd37,worried,11-10-2020 04:16,audio,education,negative,12,10
6136,062cbf2f-fc22-4357-8890-63e7f13fcd37,super love,13-05-2021 14:30,audio,education,positive,75,5
6137,062cbf2f-fc22-4357-8890-63e7f13fcd37,want,03-08-2020 22:29,audio,education,positive,70,8
6138,062cbf2f-fc22-4357-8890-63e7f13fcd37,love,17-11-2020 11:17,audio,education,positive,65,11
6139,062cbf2f-fc22-4357-8890-63e7f13fcd37,intrigued,27-04-2021 00:00,audio,education,positive,45,4
6140,062cbf2f-fc22-4357-8890-63e7f13fcd37,cherish,18-08-2020 04:19,audio,education,positive,70,8
6141,062cbf2f-fc22-4357-8890-63e7f13fcd37,indifferent,28-03-2021 19:26,audio,education,neutral,20,3
6142,062cbf2f-fc22-4357-8890-63e7f13fcd37,worried,26-06-2020 19:09,audio,education,negative,12,6
6143,062cbf2f-fc22-4357-8890-63e7f13fcd37,peeking,08-02-2021 04:07,audio,education,neutral,35,2
6144,45752c15-a54c-4b0d-8fe3-f39c40f6c8d9,like,18-05-2021 17:53,photo,education,positive,50,5
6145,45752c15-a54c-4b0d-8fe3-f39c40f6c8d9,dislike,07-04-2021 11:59,photo,education,negative,10,4
6146,45752c15-a54c-4b0d-8fe3-f39c40f6c8d9,scared,05-02-2021 11:22,photo,education,negative,15,2
6147,45752c15-a54c-4b0d-8fe3-f39c40f6c8d9,peeking,16-12-2020 19:39,photo,education,neutral,35,12
6148,45752c15-a54c-4b0d-8fe3-f39c40f6c8d9,cherish,13-12-2020 18:09,photo,education,positive,70,12
6149,45752c15-a54c-4b0d-8fe3-f39c40f6c8d9,hate,19-03-2021 13:21,photo,education,negative,5,3
6150,45752c15-a54c-4b0d-8fe3-f39c40f6c8d9,adore,13-11-2020 16:47,photo,education,positive,72,11
6151,45752c15-a54c-4b0d-8fe3-f39c40f6c8d9,disgust,28-04-2021 02:15,photo,education,negative,0,4
6152,45752c15-a54c-4b0d-8fe3-f39c40f6c8d9,interested,12-04-2021 21:32,photo,education,positive,30,4
6153,45752c15-a54c-4b0d-8fe3-f39c40f6c8d9,super love,08-03-2021 14:01,photo,education,positive,75,3
6154,45752c15-a54c-4b0d-8fe3-f39c40f6c8d9,indifferent,13-09-2020 05:21,photo,education,neutral,20,9
6155,45752c15-a54c-4b0d-8fe3-f39c40f6c8d9,intrigued,24-09-2020 09:08,photo,education,positive,45,9
6156,45752c15-a54c-4b0d-8fe3-f39c40f6c8d9,dislike,30-01-2021 09:36,photo,education,negative,10,1
6157,45752c15-a54c-4b0d-8fe3-f39c40f6c8d9,intrigued,01-02-2021 17:33,photo,education,positive,45,2
6158,45752c15-a54c-4b0d-8fe3-f39c40f6c8d9,intrigued,12-07-2020 07:19,photo,education,positive,45,7
6159,45752c15-a54c-4b0d-8fe3-f39c40f6c8d9,indifferent,06-09-2020 13:30,photo,education,neutral,20,9
6160,45752c15-a54c-4b0d-8fe3-f39c40f6c8d9,like,11-01-2021 07:02,photo,education,positive,50,1
6161,45752c15-a54c-4b0d-8fe3-f39c40f6c8d9,scared,22-09-2020 21:45,photo,education,negative,15,9
6162,45752c15-a54c-4b0d-8fe3-f39c40f6c8d9,love,06-06-2021 06:56,photo,education,positive,65,6
6163,45752c15-a54c-4b0d-8fe3-f39c40f6c8d9,interested,13-06-2021 09:42,photo,education,positive,30,6
6164,45752c15-a54c-4b0d-8fe3-f39c40f6c8d9,intrigued,09-07-2020 15:27,photo,education,positive,45,7
6165,45752c15-a54c-4b0d-8fe3-f39c40f6c8d9,love,04-04-2021 17:44,photo,education,positive,65,4
6166,45752c15-a54c-4b0d-8fe3-f39c40f6c8d9,hate,03-01-2021 10:09,photo,education,negative,5,1
6167,45752c15-a54c-4b0d-8fe3-f39c40f6c8d9,dislike,20-08-2020 10:30,photo,education,negative,10,8
6168,45752c15-a54c-4b0d-8fe3-f39c40f6c8d9,worried,01-05-2021 22:53,photo,education,negative,12,5
6169,45752c15-a54c-4b0d-8fe3-f39c40f6c8d9,interested,16-05-2021 08:47,photo,education,positive,30,5
6170,45752c15-a54c-4b0d-8fe3-f39c40f6c8d9,like,11-06-2021 22:37,photo,education,positive,50,6
6171,45752c15-a54c-4b0d-8fe3-f39c40f6c8d9,heart,12-04-2021 01:25,photo,education,positive,60,4
6172,45752c15-a54c-4b0d-8fe3-f39c40f6c8d9,adore,01-05-2021 23:22,photo,education,positive,72,5
6173,45752c15-a54c-4b0d-8fe3-f39c40f6c8d9,adore,02-02-2021 08:55,photo,education,positive,72,2
6174,45752c15-a54c-4b0d-8fe3-f39c40f6c8d9,intrigued,26-08-2020 16:22,photo,education,positive,45,8
6175,45752c15-a54c-4b0d-8fe3-f39c40f6c8d9,love,09-08-2020 02:14,photo,education,positive,65,8
6176,45752c15-a54c-4b0d-8fe3-f39c40f6c8d9,hate,20-06-2020 03:13,photo,education,negative,5,6
6177,a3e93c2d-7fb4-4881-994d-ee20ad564924,worried,29-08-2020 09:58,video,public speaking,negative,12,8
6178,a3e93c2d-7fb4-4881-994d-ee20ad564924,super love,28-06-2020 22:11,video,public speaking,positive,75,6
6179,a3e93c2d-7fb4-4881-994d-ee20ad564924,want,30-01-2021 01:59,video,public speaking,positive,70,1
6180,a3e93c2d-7fb4-4881-994d-ee20ad564924,adore,17-04-2021 18:03,video,public speaking,positive,72,4
6181,a3e93c2d-7fb4-4881-994d-ee20ad564924,disgust,29-07-2020 17:26,video,public speaking,negative,0,7
6182,a3e93c2d-7fb4-4881-994d-ee20ad564924,like,05-02-2021 22:47,video,public speaking,positive,50,2
6183,a3e93c2d-7fb4-4881-994d-ee20ad564924,indifferent,28-08-2020 08:55,video,public speaking,neutral,20,8
6184,a3e93c2d-7fb4-4881-994d-ee20ad564924,dislike,30-06-2020 19:49,video,public speaking,negative,10,6
6185,a3e93c2d-7fb4-4881-994d-ee20ad564924,scared,20-01-2021 01:17,video,public speaking,negative,15,1
6186,a3e93c2d-7fb4-4881-994d-ee20ad564924,disgust,18-01-2021 20:01,video,public speaking,negative,0,1
6187,a3e93c2d-7fb4-4881-994d-ee20ad564924,super love,24-03-2021 09:04,video,public speaking,positive,75,3
6188,a3e93c2d-7fb4-4881-994d-ee20ad564924,like,10-08-2020 06:11,video,public speaking,positive,50,8
6189,a3e93c2d-7fb4-4881-994d-ee20ad564924,dislike,22-09-2020 18:12,video,public speaking,negative,10,9
6190,a3e93c2d-7fb4-4881-994d-ee20ad564924,cherish,11-08-2020 11:27,video,public speaking,positive,70,8
6191,a3e93c2d-7fb4-4881-994d-ee20ad564924,want,02-07-2020 19:35,video,public speaking,positive,70,7
6192,a3e93c2d-7fb4-4881-994d-ee20ad564924,disgust,12-08-2020 22:24,video,public speaking,negative,0,8
6193,a3e93c2d-7fb4-4881-994d-ee20ad564924,adore,10-08-2020 10:44,video,public speaking,positive,72,8
6194,a3e93c2d-7fb4-4881-994d-ee20ad564924,love,22-09-2020 15:02,video,public speaking,positive,65,9
6195,a3e93c2d-7fb4-4881-994d-ee20ad564924,heart,03-02-2021 08:49,video,public speaking,positive,60,2
6196,a3e93c2d-7fb4-4881-994d-ee20ad564924,hate,14-02-2021 04:07,video,public speaking,negative,5,2
6197,a3e93c2d-7fb4-4881-994d-ee20ad564924,indifferent,05-01-2021 20:43,video,public speaking,neutral,20,1
6198,a3e93c2d-7fb4-4881-994d-ee20ad564924,indifferent,19-08-2020 10:47,video,public speaking,neutral,20,8
6199,a3e93c2d-7fb4-4881-994d-ee20ad564924,super love,18-02-2021 08:33,video,public speaking,positive,75,2
6200,a3e93c2d-7fb4-4881-994d-ee20ad564924,scared,28-08-2020 19:49,video,public speaking,negative,15,8
6201,a3e93c2d-7fb4-4881-994d-ee20ad564924,worried,28-07-2020 13:57,video,public speaking,negative,12,7
6202,a3e93c2d-7fb4-4881-994d-ee20ad564924,worried,01-09-2020 05:38,video,public speaking,negative,12,9
6203,a3e93c2d-7fb4-4881-994d-ee20ad564924,scared,04-08-2020 23:26,video,public speaking,negative,15,8
6204,a3e93c2d-7fb4-4881-994d-ee20ad564924,peeking,11-06-2021 20:40,video,public speaking,neutral,35,6
6205,a3e93c2d-7fb4-4881-994d-ee20ad564924,dislike,31-08-2020 16:38,video,public speaking,negative,10,8
6206,a3e93c2d-7fb4-4881-994d-ee20ad564924,interested,15-06-2021 09:17,video,public speaking,positive,30,6
6207,a3e93c2d-7fb4-4881-994d-ee20ad564924,peeking,26-12-2020 08:59,video,public speaking,neutral,35,12
6208,a3e93c2d-7fb4-4881-994d-ee20ad564924,like,12-02-2021 06:38,video,public speaking,positive,50,2
6209,a3e93c2d-7fb4-4881-994d-ee20ad564924,super love,20-07-2020 02:58,video,public speaking,positive,75,7
6210,a3e93c2d-7fb4-4881-994d-ee20ad564924,like,16-11-2020 07:10,video,public speaking,positive,50,11
6211,a3e93c2d-7fb4-4881-994d-ee20ad564924,super love,16-07-2020 23:06,video,public speaking,positive,75,7
6212,a3e93c2d-7fb4-4881-994d-ee20ad564924,heart,30-11-2020 07:14,video,public speaking,positive,60,11
6213,a3e93c2d-7fb4-4881-994d-ee20ad564924,peeking,10-07-2020 01:33,video,public speaking,neutral,35,7
6214,a3e93c2d-7fb4-4881-994d-ee20ad564924,dislike,13-11-2020 16:29,video,public speaking,negative,10,11
6215,a3e93c2d-7fb4-4881-994d-ee20ad564924,scared,20-03-2021 21:28,video,public speaking,negative,15,3
6216,a3e93c2d-7fb4-4881-994d-ee20ad564924,hate,27-11-2020 13:56,video,public speaking,negative,5,11
6217,a3e93c2d-7fb4-4881-994d-ee20ad564924,heart,26-07-2020 10:13,video,public speaking,positive,60,7
6218,a3e93c2d-7fb4-4881-994d-ee20ad564924,super love,21-05-2021 07:44,video,public speaking,positive,75,5
6219,a3e93c2d-7fb4-4881-994d-ee20ad564924,hate,18-11-2020 17:18,video,public speaking,negative,5,11
6220,a3e93c2d-7fb4-4881-994d-ee20ad564924,indifferent,25-05-2021 15:02,video,public speaking,neutral,20,5
6221,a3e93c2d-7fb4-4881-994d-ee20ad564924,hate,24-03-2021 12:18,video,public speaking,negative,5,3
6222,5b379d75-649b-426f-b420-4e0b6e4a0e3d,cherish,19-04-2021 18:48,video,soccer,positive,70,4
6223,5b379d75-649b-426f-b420-4e0b6e4a0e3d,cherish,08-02-2021 11:34,video,soccer,positive,70,2
6224,5b379d75-649b-426f-b420-4e0b6e4a0e3d,want,26-06-2020 15:12,video,soccer,positive,70,6
6225,5b379d75-649b-426f-b420-4e0b6e4a0e3d,worried,06-04-2021 01:53,video,soccer,negative,12,4
6226,5b379d75-649b-426f-b420-4e0b6e4a0e3d,indifferent,15-09-2020 00:34,video,soccer,neutral,20,9
6227,5b379d75-649b-426f-b420-4e0b6e4a0e3d,hate,13-07-2020 08:29,video,soccer,negative,5,7
6228,5b379d75-649b-426f-b420-4e0b6e4a0e3d,interested,31-12-2020 05:21,video,soccer,positive,30,12
6229,5b379d75-649b-426f-b420-4e0b6e4a0e3d,worried,27-11-2020 00:51,video,soccer,negative,12,11
6230,5b379d75-649b-426f-b420-4e0b6e4a0e3d,indifferent,15-04-2021 01:34,video,soccer,neutral,20,4
6231,5b379d75-649b-426f-b420-4e0b6e4a0e3d,cherish,09-07-2020 08:14,video,soccer,positive,70,7
6232,5b379d75-649b-426f-b420-4e0b6e4a0e3d,heart,03-12-2020 21:13,video,soccer,positive,60,12
6233,5b379d75-649b-426f-b420-4e0b6e4a0e3d,interested,03-05-2021 06:28,video,soccer,positive,30,5
6234,5b379d75-649b-426f-b420-4e0b6e4a0e3d,want,03-04-2021 07:20,video,soccer,positive,70,4
6235,5b379d75-649b-426f-b420-4e0b6e4a0e3d,intrigued,09-09-2020 12:30,video,soccer,positive,45,9
6236,5b379d75-649b-426f-b420-4e0b6e4a0e3d,super love,08-02-2021 10:25,video,soccer,positive,75,2
6237,5b379d75-649b-426f-b420-4e0b6e4a0e3d,dislike,30-11-2020 17:02,video,soccer,negative,10,11
6238,5b379d75-649b-426f-b420-4e0b6e4a0e3d,interested,26-01-2021 05:27,video,soccer,positive,30,1
6239,5b379d75-649b-426f-b420-4e0b6e4a0e3d,disgust,08-04-2021 23:21,video,soccer,negative,0,4
6240,5b379d75-649b-426f-b420-4e0b6e4a0e3d,worried,24-07-2020 05:45,video,soccer,negative,12,7
6241,5b379d75-649b-426f-b420-4e0b6e4a0e3d,indifferent,04-10-2020 01:40,video,soccer,neutral,20,10
6242,5b379d75-649b-426f-b420-4e0b6e4a0e3d,worried,24-11-2020 23:55,video,soccer,negative,12,11
6243,5b379d75-649b-426f-b420-4e0b6e4a0e3d,intrigued,11-01-2021 13:04,video,soccer,positive,45,1
6244,5b379d75-649b-426f-b420-4e0b6e4a0e3d,adore,10-09-2020 01:46,video,soccer,positive,72,9
6245,5b379d75-649b-426f-b420-4e0b6e4a0e3d,hate,10-02-2021 05:55,video,soccer,negative,5,2
6246,5b379d75-649b-426f-b420-4e0b6e4a0e3d,intrigued,23-09-2020 23:07,video,soccer,positive,45,9
